가격,거래 유형,건축물 용도,공급/전용면적,관리비,관리비부과기준,기보증금/월세,난방(방식/연료),매물번호,매물특징,방수/욕실수,방향,융자금,이미지 URL,입주가능일,제목,주소,총주차대수,해당면적 세대수,해당층/총층,현관구조
"6억 5,000",전세,공동주택,102.54㎡/84.69㎡(전용률83%),25만원,-,-,개별난방/도시가스,2457985456,채광 좋고 거실앞 우면산뷰 가격저렴,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,5/14층,계단식
5억/100,월세,공동주택,102.54㎡/84.69㎡(전용률83%),25만원,-,-,개별난방/도시가스,2457983118,올수리 깔끔 채광 조망 좋은 집,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,5/14층,계단식
15억,매매,공동주택,102.54㎡/84.69㎡(전용률83%),25만원,-,-/-,개별난방/도시가스,2457975675,로얄층 채광 조망 좋은 우면산뷰  입주협의 개별난방 지하주차 가능합니다,3/2개,서향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,7/14층,계단식
7억,전세,공동주택,102.54㎡/84.69㎡(전용률83%),25만원,-,-,개별난방/도시가스,2457649033,올수리  입주협의 넓은거실 개별난방 지하주차 일부가능합니다,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,5/14층,계단식
"6억 6,000",전세,공동주택,102.54㎡/84.69㎡(전용률83%),26만원,-,-,개별난방/도시가스,2457623690,앞뒤 전망최고 깔끔수리 개별난방 주차장있슴  조용함,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,5/14층,계단식
7억,전세,공동주택,102.54㎡/84.69㎡(전용률83%),25만원,-,-,개별난방/도시가스,2457649237,새로 올수리 중입니다 33 방3 욕실2 개별난방 빠른입주 가능합니다,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,5/14층,계단식
"7억 5,000",전세,공동주택,102.54㎡/84.69㎡(전용률83%),26만원,-,-,개별난방/도시가스,2457634634,올수리 해드립니다  숲전망 조용하고 개별난방입니다.,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,5/14층,계단식
15억,매매,공동주택,102.54㎡/84.69㎡(전용률83%),20만원,-,-/-,개별난방/도시가스,2457626054,전원의  느낌을 가진 조용하고 올수리된 입주가능 매물,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,2/14층,계단식
15억,매매,공동주택,102.54㎡/84.69㎡(전용률83%),25만원,-,-/-,개별난방/도시가스,2457085998,올수리 확장 입주 또는 세안고 가능한 매물,3/2개,서향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,2/14층,계단식
"7억 5,000",전세,공동주택,102.54㎡/84.69㎡(전용률83%),25만원,-,-,개별난방/도시가스,2457087588,올수리 깔끔 채광 조망 좋은 집,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,5/14층,계단식
7억,전세,공동주택,102.54㎡/84.69㎡(전용률83%),20만원,-,-,개별난방/도시가스,2456992137,앞뒤 전망 좋아요  올수리 조용하고 개별난방 주차장있음,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,5/14층,계단식
15억,매매,공동주택,102.54㎡/84.69㎡(전용률83%),20만원,정액관리비,-/-,개별난방/도시가스,2456456078,협의입주,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,2024년 12월 30일 협의가능,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,2/14층,계단식
7억,전세,공동주택,102.54㎡/84.69㎡(전용률83%),25만원,-,-,개별난방/도시가스,2456211245,앞뒤숲전망 올수리 개별난방 즉시입주 반전세가능,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_7/hscp_img_1720159734271FC43T_JPEG/photoinfra_1720159733955.jpg,즉시입주,양재우성KBS(113동) 113동,서울시 서초구 양재동 160-2,97대(세대당 0.64대),150세대,5/14층,계단식
"5억 8,000",매매,공동주택,36.82㎡/29.95㎡(전용률81%),8만원,정액관리비,4억/-,개별난방/도시가스,2457588785,"준신축급,넓은 3룸,거실,고층,협의입주가능,갭투자가능",3/2개,남향(거실 기준),없음,,즉시입주,개포비버리하임(도시형) 102동,서울시 강남구 개포동 1193-5,14대(세대당 0대),1세대,고/6층,계단식
"5억 8,000",매매,공동주택,36.82㎡/29.95㎡(전용률81%),8만원,정액관리비,4억/-,개별난방/도시가스,2457588785,"준신축급,넓은 3룸,거실,고층,협의입주가능,갭투자가능",3/2개,남향(거실 기준),없음,,즉시입주,개포비버리하임(도시형) 102동,서울시 강남구 개포동 1193-5,14대(세대당 0대),1세대,고/6층,계단식
"7억 5,000",전세,공동주택,117.43㎡/84.58㎡(전용률72%),30만원,-,-,중앙난방/도시가스,2457064620,35 주인직접 확장 올수리 양재초 환경쾌적 협의입주,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_94/hscp_img_1720159718990veRUV_JPEG/photoinfra_1720159718496.jpg,즉시입주,양재대웅(우성112동) 112동,서울시 서초구 양재동 137-1,-(세대당 0대),45세대,중/10층,계단식
8억,전세,공동주택,117.43㎡/84.58㎡(전용률72%),30만원,-,-,중앙난방/도시가스,2455834167,리모델링했어요 언제나 입주 가능해요,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20240705_94/hscp_img_1720159718990veRUV_JPEG/photoinfra_1720159718496.jpg,즉시입주,양재대웅(우성112동) 112동,서울시 서초구 양재동 137-1,-,45세대,9/10층,계단식
"7억 5,000",전세,공동주택,101.38㎡/84.88㎡(전용률84%),29만원,-,-,중앙난방/도시가스,2458526057,올수리된  남향입구동으로 융자없고 깨끗 깔끔한 집입니다,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_4/land_system_1327380570295H6ORz_JPEG/116_504_4_103N_1269221912618.jpg,즉시입주 협의가능,양재우성 105동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),180세대,6/15층,계단식
"6억 5,000",전세,공동주택,89.42㎡/73.15㎡(전용률82%),25만원,-,-,중앙난방/도시가스,2458702595,융자무 빠른입주 가능한 채광 좋은 로얄층,3/1개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_98/hscp_img_1332835841596YeSYb_JPEG/GW70765_1332835840458.jpg,즉시입주,양재우성 102동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),284세대,10/14층,계단식
16억,매매,공동주택,89.42㎡/73.15㎡(전용률82%),25만원,-,-/-,중앙난방/도시가스,2458700142,남향 로얄동 올수리된 깔끔한 매물,3/1개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_98/hscp_img_1332835841596YeSYb_JPEG/GW70765_1332835840458.jpg,즉시입주 협의가능,양재우성 108동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),284세대,3/15층,계단식
"15억 5,000",매매,공동주택,89.42㎡/73.15㎡(전용률82%),25만원,-,-/-,중앙난방/도시가스,2458700659,채광 좋고 거실 앞 트인 올수리 깔끔한 매물,3/1개,남서향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_98/hscp_img_1332835841596YeSYb_JPEG/GW70765_1332835840458.jpg,즉시입주 협의가능,양재우성 102동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),284세대,14/14층,계단식
8억,전세,공동주택,101.38㎡/84.88㎡(전용률84%),25만원,-,-,중앙난방/도시가스,2458698737,올수리 거실앞 탁트인 전망  청계산 양재천 시민의숲 조망,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_4/land_system_1327380570295H6ORz_JPEG/116_504_4_103N_1269221912618.jpg,즉시입주 협의가능,양재우성 101동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),180세대,11/15층,계단식
"7억 5,000",전세,공동주택,100.98㎡/84.58㎡(전용률84%),29만원,-,-,중앙난방/도시가스,2458697455,남향 올수리 깔끔 거실확장 주차편리,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_177/hscp_img_1332835849714rOeUt_JPEG/GW70765_1332835848510.jpg,즉시입주 협의가능,양재우성 111동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),317세대,14/15층,계단식
"16억 3,000",매매,공동주택,100.98㎡/84.58㎡(전용률84%),25만원,-,-/-,중앙난방/도시가스,2458701106,남향 입주가능한 깔끔한 매물입니다,3/2개,남향(거실 기준),시세 대비 30% 미만,https://landthumb-phinf.pstatic.net/20120327_177/hscp_img_1332835849714rOeUt_JPEG/GW70765_1332835848510.jpg,즉시입주 협의가능,양재우성 103동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),317세대,4/15층,계단식
"6억 5,000",전세,공동주택,89.42㎡/73.15㎡(전용률82%),25만원,-,-,중앙난방/도시가스,2458699758,채광 조망 좋은 입구동 로얄층 수리깔끔한 집,3/1개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_98/hscp_img_1332835841596YeSYb_JPEG/GW70765_1332835840458.jpg,즉시입주,양재우성 102동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),284세대,10/14층,계단식
"7억 5,000",전세,공동주택,89.42㎡/73.15㎡(전용률82%),25만원,-,-,중앙난방/도시가스,2458699287,로얄동 남향 특 올수리  유치원 초등학교 구립도서관 양재천 가격조정가,3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_98/hscp_img_1332835841596YeSYb_JPEG/GW70765_1332835840458.jpg,즉시입주 협의가능,양재우성 108동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),284세대,2/15층,계단식
"14억 5,000",매매,공동주택,89.42㎡/73.15㎡(전용률82%),29만원,-,-/-,중앙난방/도시가스,2458547147,로얄동 남향 전세안고  갭투자 가능합니다,3/1개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_98/hscp_img_1332835841596YeSYb_JPEG/GW70765_1332835840458.jpg,즉시입주 협의가능,양재우성 108동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),284세대,2/15층,계단식
"7억 5,000",전세,공동주택,100.98㎡/84.58㎡(전용률84%),25만원,-,-,중앙난방/도시가스,2458624443,특 올수리 시원한 전망 하루 종일 밝고 환한 로얄동 남향입니다,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_177/hscp_img_1332835849714rOeUt_JPEG/GW70765_1332835848510.jpg,즉시입주 협의가능,양재우성 111동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),317세대,14/15층,계단식
"16억 3,000",매매,공동주택,100.98㎡/84.58㎡(전용률84%),29만원,-,-/-,중앙난방/도시가스,2458512233,채광 조망 좋은 로얄동 로얄층 매물,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_177/hscp_img_1332835849714rOeUt_JPEG/GW70765_1332835848510.jpg,즉시입주 협의가능,양재우성 103동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),317세대,10/15층,계단식
"16억 3,000",매매,공동주택,100.98㎡/84.58㎡(전용률84%),"25만 4,981원",-,-/-,중앙난방/도시가스,2458627701,로얄동 로얄층 전망좋은 입주 또는 세안고 가능한집입니다.,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_177/hscp_img_1332835849714rOeUt_JPEG/GW70765_1332835848510.jpg,즉시입주 협의가능,양재우성 103동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),317세대,10/15층,계단식
"6억 2,400",전세,공동주택,101.38㎡/84.88㎡(전용률84%),30만원,-,-,중앙난방/도시가스,2458645954,34 주인직접 주택임대사업자 올수리 깨끗 협의입주,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_4/land_system_1327380570295H6ORz_JPEG/116_504_4_103N_1269221912618.jpg,즉시입주 협의가능,양재우성 101동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),180세대,5/15층,계단식
"16억 3,000",매매,공동주택,100.98㎡/84.58㎡(전용률84%),28만원,-,-/-,중앙난방/도시가스,2458604873,31 입주가능한 급매 남향 조용한 동으로 뒤쪽으로 산뷰 입구 가까워요,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_177/hscp_img_1332835849714rOeUt_JPEG/GW70765_1332835848510.jpg,즉시입주 협의가능,양재우성 103동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),317세대,4/15층,계단식
"15억 5,000",매매,공동주택,89.42㎡/73.15㎡(전용률82%),25만원,-,-/-,중앙난방/도시가스,2458502774,입주 또는 세안고 가능한 로얄동 올수리된 매물,3/1개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_98/hscp_img_1332835841596YeSYb_JPEG/GW70765_1332835840458.jpg,즉시입주 협의가능,양재우성 108동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),284세대,15/15층,계단식
"15억 5,000",매매,공동주택,89.42㎡/73.15㎡(전용률82%),22만원,-,-/-,중앙난방/도시가스,2458626953,"로얄동 남향, 올수리, 입주가",3/1개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120327_98/hscp_img_1332835841596YeSYb_JPEG/GW70765_1332835840458.jpg,즉시입주 협의가능,양재우성 108동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),284세대,15/15층,계단식
"6억 2,400",전세,공동주택,101.38㎡/84.88㎡(전용률84%),25만원,-,-,중앙난방/도시가스,2458352219,단독 지인실매물 주택임대사업자 올수리 남향 협의이사,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_4/land_system_1327380570295H6ORz_JPEG/116_504_4_103N_1269221912618.jpg,즉시입주,양재우성 101동,서울시 서초구 양재동 154-2,1500대(세대당 1.89대),180세대,5/15층,계단식
6억,전세,공동주택,100.98㎡/84.58㎡(전용률84%),29만원,-,-,중앙난방/도시가스,2458142737,아늑하고 조용한 입구가까운 남향동 깔끔 융자무 1월말 입주입니다,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_177/hscp_img_1332835849714rOeUt_JPEG/GW70765_1332835848510.jpg,즉시입주 협의가능,양재우성 103동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),317세대,8/15층,계단식
"14억 5,000",매매,공동주택,89.42㎡/73.15㎡(전용률82%),"22만 4,542원",-,-/-,중앙난방/도시가스,2458285018,로얄동  부분수리 남향 세안고 가능 가격조정가,3/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120327_98/hscp_img_1332835841596YeSYb_JPEG/GW70765_1332835840458.jpg,즉시입주 협의가능,양재우성 108동,서울시 서초구 양재동 154-2,747대(세대당 0.94대),284세대,2/15층,계단식
"13억 5,000",매매,공동주택,104.55㎡/84.38㎡(전용률81%),20만원,-,-/-,개별난방/도시가스,2458695067,방3화2 양재천인접 조용하고 쾌적한 최고의 주거환경 입주협의,3/2개,동향(거실 기준),-,,즉시입주 협의가능,포레스빌 1동,서울시 서초구 양재동 119-3,24대(세대당 1.26대),14세대,고/7층,-
"13억 9,000",매매,공동주택,104.55㎡/84.38㎡(전용률81%),15만원,-,-/-,개별난방/도시가스,2458699434,양재천인접  방3화2 입주가능 최고의전망 특올수리됨,3/2개,동향(거실 기준),-,,즉시입주 협의가능,포레스빌 1동,서울시 서초구 양재동 119-3,24대(세대당 1.26대),14세대,7/7층,계단식
