가격,거래 유형,건축물 용도,계약기간,공급/전용면적,관리비,관리비부과기준,기보증금/월세,난방(방식/연료),매물번호,매물특징,방수/욕실수,방향,융자금,이미지 URL,입주가능일,제목,주소,총주차대수,해당면적 세대수,해당층/총층,현관구조
13억,매매,공동주택,-,117.82㎡/84.87㎡(전용률72%),20만원,정액관리비,-/-,개별난방/도시가스,2458516505,"35p, 특올수리, 남향, 실입주 갭투 모두 가능, 학동사거리 위례신사선",3/2개,남향(거실 기준),-,,즉시입주 협의가능,쌍용 1동,서울시 강남구 논현동 103,105대(세대당 0.94대),54세대,8/12층,계단식
13억,매매,공동주택,-,117.82㎡/84.87㎡(전용률72%),30만원,정액관리비,-/-,개별난방/도시가스,2458588484,"남향, 올수리. 급매",3/2개,남향(안방 기준),-,,즉시입주 협의가능,쌍용 1동,서울시 강남구 논현동 103,111대(세대당 1대),54세대,중/12층,복도식
11억,매매,공동주택,-,83.17㎡/59.91㎡(전용률72%),25만원,-,-/-,개별난방/도시가스,2458407496,전망굿  방3화1 실입주가능 주인세대  8학군  강남구청역,3/1개,북향(거실 기준),시세 대비 30% 미만,,즉시입주 협의가능,쌍용 1동,서울시 강남구 논현동 103,105대(세대당 0.95대),47세대,중/12층,복도식
12억,매매,공동주택,-,117.82㎡/84.87㎡(전용률72%),30만원,-,-/-,개별난방/도시가스,2458406279,1층 이지만 1층 같지 않게 채광이 좋은 매물,3/2개,남향(거실 기준),없음,,2025년 5월 31일 협의가능,쌍용 1동,서울시 강남구 논현동 103,105대(세대당 0.95대),54세대,저/12층,복도식
"13억 1,000",매매,공동주택,-,117.82㎡/84.87㎡(전용률72%),확인 어려움도움말,-,-/-,개별난방/도시가스,2457359553,급 추천주인의뢰  빠른입주가능 초역세권 올수리 평형대비좋은가격,3/2개,남향(거실 기준),-,,즉시입주,쌍용 1동,서울시 강남구 논현동 103,105대(세대당 0.94대),54세대,8/12층,복도식
"10억 8,000",매매,공동주택,-,83.17㎡/59.91㎡(전용률72%),15만원,정액관리비,6억/-,개별난방/도시가스,2456972756,로열층이라 탁트인 전망.갭투자가능.,3/1개,북향(거실 기준),-,,2025년 3월 10일 협의가능,쌍용 1동,서울시 강남구 논현동 103,105대(세대당 0.9대),47세대,12/12층,복도식
"13억 1,000",매매,공동주택,-,117.82㎡/84.87㎡(전용률72%),20만원,정액관리비,-/-,개별난방/도시가스,2456611880,"특올수리.로열층,남향.실입주도가능",3/2개,남향(거실 기준),-,,즉시입주 협의가능,쌍용 1동,서울시 강남구 논현동 103,105대(세대당 0.9대),54세대,8/12층,복도식
"13억 1,000",매매,공동주택,-,117.82㎡/84.87㎡(전용률72%),25만원,-,-/-,개별난방/도시가스,2456342351,"35p형, 남향,로얄층,특올수리 내부상태 좋음, 갭투자 및입주가능합니다.",3/2개,남향(거실 기준),-,,즉시입주,쌍용 1동,서울시 강남구 논현동 103,105대(세대당 0.94대),54세대,8/12층,복도식
"13억 8,000",매매,공동주택,-,117.82㎡/84.87㎡(전용률72%),20만원,-,-/-,개별난방/도시가스,2455930265,시작V.정확한 정보전달 I 36P I 논현쌍용아파트 입대인직접의뢰,3/2개,남향(거실 기준),-,,2024년 11월 15일 협의가능,쌍용 1동,서울시 강남구 논현동 103,105대(세대당 0.9대),54세대,8/12층,복도식
"13억 1,000",매매,공동주택,-,117.82㎡/84.87㎡(전용률72%),25만원,-,-/-,개별난방/도시가스,2455560712,35 주인직접 남향 올수리 입주또는투자,3/2개,남향(거실 기준),-,,즉시입주 협의가능,쌍용 1동,서울시 강남구 논현동 103,105대(세대당 0.94대),54세대,8/12층,복도식
"13억 1,000",매매,공동주택,-,117.82㎡/84.87㎡(전용률72%),20만원,정액관리비,-/-,개별난방/도시가스,2455022770,임대인의뢰.2년전 특올수리 갭투 혹은 실입주 모두 가능.주인거주중 위치굿,3/2개,남향(거실 기준),-,,즉시입주 협의가능,쌍용 1동,서울시 강남구 논현동 103,105대(세대당 0.9대),54세대,8/12층,복도식
"10억 8,000",매매,공동주택,-,83.17㎡/59.91㎡(전용률72%),15만원,-,6억/-,개별난방/도시가스,2454615427,갶투자 또는 입주가능한 로얄층입니다.,3/1개,북동향(거실 기준),-,,즉시입주 협의가능,쌍용 1동,서울시 강남구 논현동 103,107대(세대당 0.9대),47세대,12/12층,복도식
"10억 5,000",매매,공동주택,-,83.17㎡/59.91㎡(전용률72%),15만원,-,-/-,개별난방/도시가스,2454615449,초 급매물입니다.,3/1개,북향(거실 기준),-,,즉시입주 협의가능,쌍용 1동,서울시 강남구 논현동 103,111대(세대당 1대),47세대,4/12층,복도식
14억,매매,공동주택,-,117.82㎡/84.87㎡(전용률72%),30만원,-,-/-,개별난방/도시가스,2456135700,"케빈 l 35, 소유주직접 단독진행, 전세안고 갭투자, 도로정비 호재",3/2개,남향(거실 기준),없음,,즉시입주 협의가능,쌍용 1동,서울시 강남구 논현동 103,-(세대당 0대),54세대,고/12층,복도식
"10억 5,000",매매,공동주택,-,83.17㎡/59.91㎡(전용률72%),15만원,정액관리비,-/-,개별난방/도시가스,2456988919,논현동 초급매 내부컨디션 깔끔한매물,3/1개,북향(거실 기준),-,,즉시입주,쌍용 1동,서울시 강남구 논현동 103,105대(세대당 0.95대),47세대,4/12층,복도식
"13억 2,000",매매,공동주택,-,117.82㎡/84.87㎡(전용률72%),20만원,-,-/-,개별난방/도시가스,2457884080,"올수리, 갶투자 가능합니다.",3/2개,남향(거실 기준),-,,즉시입주 협의가능,쌍용 1동,서울시 강남구 논현동 103,105대(세대당 0.9대),54세대,고/12층,복도식
27억,전세,공동주택,-,152.53㎡/126.22㎡(전용률83%),50만원,-,-,개별난방/도시가스,2456947311,"46,테라스, 브라이튼 N40 신축 첫입주",3/3개,남향(거실 기준),-,,즉시입주,브라이튼N40 104동,서울시 강남구 논현동 40,326대(세대당 2.2대),18세대,고/10층,-
31억,전세,공동주택,-,152.53㎡/126.22㎡(전용률83%),50만원,-,-,개별난방/도시가스,2455726765,"46, 로열매물 첫입주 전세 빠른연락주세요.",3/3개,남서향(거실 기준),-,,즉시입주,브라이튼N40 104동,서울시 강남구 논현동 40,326대(세대당 2.2대),18세대,고/10층,계단식
20억/480,월세,공동주택,-,152.53㎡/126.22㎡(전용률83%),70만원,-,-,개별난방/도시가스,2456254052,"46, 로열매물 첫입주 보증금조절가능 빠른연락주세요.",3/3개,남서향(거실 기준),-,,즉시입주,브라이튼N40 104동,서울시 강남구 논현동 40,326대(세대당 2.2대),18세대,고/10층,계단식
30억,전세,공동주택,-,152.43㎡/125.8㎡(전용률83%),70만원,-,-,개별난방/도시가스,2455045614,즉시입주 논현동 채광량풍부 방3 화장실2,3/2개,남향(거실 기준),-,,즉시입주,브라이튼N40 103동,서울시 강남구 논현동 40,326대(세대당 2.20대),7세대,중/7층,계단식
22억/500,월세,공동주택,-,152.53㎡/126.22㎡(전용률83%),50만원,정액관리비,-,개별난방/도시가스,2457203255,주인분직접 귀한 임대매물 즉시입주 가능,3/3개,남동향(거실 기준),-,,즉시입주,브라이튼N40 104동,서울시 강남구 논현동 40,326대(세대당 2.2대),18세대,8/10층,-
28억,전세,공동주택,-,152.53㎡/126.22㎡(전용률83%),50만원,정액관리비,-,개별난방/도시가스,2457201212,소유주매물 귀한전세 즉시입주 가능,3/3개,동향(거실 기준),-,,즉시입주,브라이튼N40 104동,서울시 강남구 논현동 40,326대(세대당 3대),18세대,고/10층,-
30억,전세,공동주택,-,155.13㎡/128.15㎡(전용률83%),70만원,-,-,개별난방/도시가스,2458483621,47 신축 하이엔드 고급아파트,3/3개,남동향(거실 기준),-,,즉시입주 협의가능,브라이튼N40 101동,서울시 강남구 논현동 40,326대(세대당 2.2대),12세대,중/7층,계단식
31억,전세,공동주택,-,152.53㎡/126.22㎡(전용률83%),70만원,정액관리비,-,개별난방/도시가스,2458372593,46 . 브라이튼논현 . 즉시입주가능 . 추천매물,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20230118_255/hscp_img_16740194959033ih4c_JPEG/photoinfra_1674019495505.jpg,즉시입주 협의가능,브라이튼N40 104동,서울시 강남구 논현동 40,326대(세대당 2.2대),18세대,8/10층,계단식
36억,전세,공동주택,-,156.09㎡/129.03㎡(전용률83%),70만원,정액관리비,-,개별난방/도시가스,2458371953,47 . 브라이튼논현 . 12월 입주협의 . 추천매물,3/3개,남서향(거실 기준),-,,즉시입주 협의가능,브라이튼N40 102동,서울시 강남구 논현동 40,326대(세대당 2.2대),10세대,5/10층,계단식
90억,전세,공동주택,-,299.79㎡/248.76㎡(전용률83%),100만원,-,-,개별난방/도시가스,2457771912,"펜트하우스,테라스,브라이튼 N40 신축 첫입주",3/3개,남향(거실 기준),-,,즉시입주,브라이튼N40 102동,서울시 강남구 논현동 40,326대(세대당 2.2대),1세대,10/10층,-
32억,전세,공동주택,-,152.53㎡/126.22㎡(전용률83%),70만원,정액관리비,-,개별난방/도시가스,2457657682,논현학동공원 첫입주 최고급 주거아파트 브라이튼N40 프라이빗 철저한 보안,3/3개,남동향(거실 기준),-,,즉시입주 협의가능,브라이튼N40 104동,서울시 강남구 논현동 40,-(세대당 0대),18세대,8/10층,계단식
36억,전세,공동주택,-,156.09㎡/129.03㎡(전용률83%),60만원,-,-,개별난방/도시가스,2458345736,47 신축 최고급단지,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20230118_52/hscp_img_1674019515751oPIgD_JPEG/photoinfra_1674019515484.jpg,2024년 12월 2일 협의가능,브라이튼N40 102동,서울시 강남구 논현동 40,326대(세대당 2.2대),10세대,중/10층,계단식
120억,매매,공동주택,-,209.59㎡/174.83㎡(전용률83%),70만원,정액관리비,-/-,개별난방/도시가스,2458290519,"거실 앞 대형 테라스가 있는 타입 유일한 매매, 미노띠 올 인테리어",5/3개,남향(거실 기준),-,,즉시입주 협의가능,브라이튼N40 101동,서울시 강남구 논현동 40,326대(세대당 5대),2세대,고/7층,계단식
35억,전세,공동주택,-,156.09㎡/129.03㎡(전용률83%),50만원,정액관리비,-,개별난방/도시가스,2456613813,47 빠른선점 귀한전세 12월 입주가능,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20230118_52/hscp_img_1674019515751oPIgD_JPEG/photoinfra_1674019515484.jpg,2024년 12월 1일 협의가능,브라이튼N40 102동,서울시 강남구 논현동 40,326대(세대당 2.2대),10세대,5/10층,복합식
35억,전세,공동주택,-,156.09㎡/129.03㎡(전용률83%),60만원,정액관리비,-,개별난방/도시가스,2457657812,47형 단독 최고의 뷰와 보안을 갖춘 프라이빗 럭셔리 아파트,3/3개,서향(거실 기준),-,,즉시입주,브라이튼N40 102동,서울시 강남구 논현동 40,-(세대당 0대),10세대,중/10층,계단식
30억,전세,공동주택,-,152.53㎡/126.22㎡(전용률83%),60만원,-,-,개별난방/도시가스,2457723669,주인직접 고층 남향 하이엔드 아파트,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20230118_255/hscp_img_16740194959033ih4c_JPEG/photoinfra_1674019495505.jpg,즉시입주,브라이튼N40 104동,서울시 강남구 논현동 40,326대(세대당 2.2대),18세대,고/10층,계단식
29억,전세,공동주택,-,152.53㎡/126.22㎡(전용률83%),60만원,정액관리비,-,개별난방/도시가스,2457794130,"하이엔드 아파트, 학동공원.46P 로얄동 신축 첫입주. 룸3.",3/3개,남향(거실 기준),-,,즉시입주 협의가능,브라이튼N40 104동,서울시 강남구 논현동 40,326대(세대당 2.2대),18세대,중/10층,계단식
1억/850,월세,공동주택,-,102.1㎡/84㎡(전용률82%),30만원,정액관리비,-,개별난방/도시가스,2457878447,신축 논현동 고급주택 입주협의 월세매물,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20230118_196/hscp_img_1674009607550RMghr_JPEG/photoinfra_1674009607297.jpg,즉시입주,브라이튼N40 102동,서울시 강남구 논현동 40,326대(세대당 2.2대),33세대,중/10층,계단식
28억,전세,공동주택,-,152.53㎡/126.22㎡(전용률83%),40만원,-,-,개별난방/도시가스,2457803813,주인의뢰 첫입주 고급풀가전 테라스세대,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20230118_255/hscp_img_16740194959033ih4c_JPEG/photoinfra_1674019495505.jpg,즉시입주,브라이튼N40 104동,서울시 강남구 논현동 40,326대(세대당 2대),18세대,고/10층,계단식
29억,전세,공동주택,-,152.53㎡/126.22㎡(전용률83%),50만원,-,-,개별난방/도시가스,2456640873,신축 첫입주 로얄동 로얄호실,3/3개,남향(거실 기준),-,,즉시입주,브라이튼N40 104동,서울시 강남구 논현동 40,326대(세대당 2.2대),18세대,4/10층,계단식
22억,매매,공동주택,-,57.58㎡/52.32㎡(전용률91%),18만원,-,-/-,지역난방/열병합,2458521079,"한강뷰, 빠른 재건축 진행으로 귀한 매물.",2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_262/hscp_img_1332916422788JlOSg_JPEG/GW70765_1332916421577.jpg,2025년 5월 15일 협의가능,신반포16차 119동,서울시 서초구 잠원동 55-12,-,308세대,4/11층,복도식
36억,매매,공동주택,-,91.49㎡/83.12㎡(전용률91%),25만원,-,-/-,지역난방/열병합,2457338202,"27,재건축사업시행인가승인득,한강프리미엄아파트",2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_193/hscp_img_1332916433476Neudz_JPEG/GW70765_1332916431828.jpg,즉시입주 협의가능,신반포16차 120동,서울시 서초구 잠원동 55-12,-,88세대,중/11층,복도식
"3억 5,000",전세,공동주택,-,57.58㎡/52.32㎡(전용률91%),20만원,정액관리비,-,지역난방/열병합,2457434396,로얄층 전세 내부 수리하여 깨끗. 한강공원인접. 2월중순입주.,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_262/hscp_img_1332916422788JlOSg_JPEG/GW70765_1332916421577.jpg,2025년 2월 15일 협의가능,신반포16차 119동,서울시 서초구 잠원동 55-12,-,308세대,고/11층,계단식
1억/100,월세,공동주택,-,57.58㎡/52.32㎡(전용률91%),20만원,정액관리비,-,지역난방/열병합,2457435605,올수리 상태완전깨끗 한강인접한 투룸 아파트 월세 1억에 100.,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_262/hscp_img_1332916422788JlOSg_JPEG/GW70765_1332916421577.jpg,즉시입주,신반포16차 119동,서울시 서초구 잠원동 55-12,-,308세대,고/11층,계단식
"3억 5,000",전세,공동주택,-,57.58㎡/52.32㎡(전용률91%),20만원,-,-,지역난방/열병합,2457410729,올수리 전세,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_262/hscp_img_1332916422788JlOSg_JPEG/GW70765_1332916421577.jpg,2025년 2월 15일,신반포16차 119동,서울시 서초구 잠원동 55-12,-,308세대,고/11층,복도식
22억,매매,공동주택,-,57.58㎡/52.32㎡(전용률91%),19만원,-,-/-,지역난방/열병합,2457699174,한강뷰 재건축단지. 시공사선정. 신동초중앞.,2/1개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_262/hscp_img_1332916422788JlOSg_JPEG/GW70765_1332916421577.jpg,즉시입주 협의가능,신반포16차 119동,서울시 서초구 잠원동 55-12,-,308세대,4/11층,복도식
5억,전세,공동주택,-,91.49㎡/83.12㎡(전용률91%),18만원,-,-,지역난방/열병합,2458533788,O 27 SSG O 특올수리 O 한강변 인접 O 입주협의 O,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_193/hscp_img_1332916433476Neudz_JPEG/GW70765_1332916431828.jpg,즉시입주,신반포16차 120동,서울시 서초구 잠원동 55-12,-,88세대,중/11층,계단식
36억,매매,공동주택,-,91.49㎡/83.12㎡(전용률91%),31만원,-,-/-,지역난방/열병합,2457698508,27. 한강변 재건축단지. 명도가능.,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_193/hscp_img_1332916433476Neudz_JPEG/GW70765_1332916431828.jpg,즉시입주 협의가능,신반포16차 120동,서울시 서초구 잠원동 55-12,-,88세대,6/11층,복도식
"3억 5,000",전세,공동주택,-,57.58㎡/52.32㎡(전용률91%),19만원,-,-,지역난방/열병합,2458205356,-,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_262/hscp_img_1332916422788JlOSg_JPEG/GW70765_1332916421577.jpg,즉시입주 협의가능,신반포16차 119동,서울시 서초구 잠원동 55-12,-,308세대,고/11층,복도식
5억,전세,공동주택,-,91.49㎡/83.12㎡(전용률91%),31만원,-,-,지역난방/열병합,2458205121,27. 특올수리. 융자무. 신동초중앞. 한강공원도보.,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_193/hscp_img_1332916433476Neudz_JPEG/GW70765_1332916431828.jpg,즉시입주 협의가능,신반포16차 120동,서울시 서초구 잠원동 55-12,-,88세대,중/11층,복도식
36억,매매,공동주택,-,91.49㎡/83.12㎡(전용률91%),25만원,-,-/-,지역난방/열병합,2457336145,V재건축V27V한강변V귀한매물V,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_193/hscp_img_1332916433476Neudz_JPEG/GW70765_1332916431828.jpg,즉시입주 협의가능,신반포16차 120동,서울시 서초구 잠원동 55-12,-,88세대,중/11층,복도식
36억,매매,공동주택,-,91.49㎡/83.12㎡(전용률91%),확인 어려움도움말,-,-/-,지역난방/열병합,2455801502,주인거주중. 재건축단지 한강뷰. 빠른명도,3/1개,남향(거실 기준),-,,즉시입주 협의가능,신반포16차 120동,서울시 서초구 잠원동 55-12,-,88세대,중/11층,계단식
"3억 5,000",전세,공동주택,-,57.58㎡/52.32㎡(전용률91%),"21만 8,500원",-,-,지역난방/열병합,2457957492,급임대  호텔하시,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_262/hscp_img_1332916422788JlOSg_JPEG/GW70765_1332916421577.jpg,즉시입주,신반포16차 119동,서울시 서초구 잠원동 55-12,-,308세대,중/11층,복도식
22억,매매,공동주택,-,57.58㎡/52.32㎡(전용률91%),19만원,-,-/-,지역난방/열병합,2457503467,한강뷰. 빠른 재건축단지. 신동초중앞.,2/1개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_262/hscp_img_1332916422788JlOSg_JPEG/GW70765_1332916421577.jpg,즉시입주 협의가능,신반포16차 119동,서울시 서초구 잠원동 55-12,-,308세대,저/11층,복도식
"3억 5,000",전세,공동주택,-,57.58㎡/52.32㎡(전용률91%),18만원,-,-,지역난방/열병합,2457606081,올수리.  상태최상.  한강공원인접,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_262/hscp_img_1332916422788JlOSg_JPEG/GW70765_1332916421577.jpg,즉시입주 협의가능,신반포16차 119동,서울시 서초구 잠원동 55-12,-,308세대,중/11층,복도식
"3억 5,000",전세,공동주택,-,57.58㎡/52.32㎡(전용률91%),17만원,-,-,지역난방/열병합,2457477252,올수리,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_262/hscp_img_1332916422788JlOSg_JPEG/GW70765_1332916421577.jpg,즉시입주,신반포16차 119동,서울시 서초구 잠원동 55-12,1대(세대당 1대),308세대,고/11층,복도식
"3억 5,000",전세,공동주택,-,57.58㎡/52.32㎡(전용률91%),17만원,-,-,지역난방/열병합,2457518460,수리됨.신혼추천,2/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_262/hscp_img_1332916422788JlOSg_JPEG/GW70765_1332916421577.jpg,즉시입주 협의가능,신반포16차 119동,서울시 서초구 잠원동 55-12,1대(세대당 1대),308세대,중/11층,복도식
"19억 9,000",매매,공동주택,-,104.68㎡/84.64㎡(전용률81%),25만원,-,-/-,지역난방/열병합,2458317443,O 한국 O  급매  O 전화주세요 O,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20141113_173/hscp_img_1415847111289pnX84_JPEG/photoinfra_1415847110628.jpg,2025년 5월 1일,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),39세대,9/18층,계단식
20억,매매,공동주택,-,104.68㎡/84.64㎡(전용률81%),28만원,-,-/-,지역난방/열병합,2458554721,O 37 SSG O 올수리 O 한강변 인접 O 신동초중 O,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20141113_173/hscp_img_1415847111289pnX84_JPEG/photoinfra_1415847110628.jpg,즉시입주,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),39세대,13/18층,계단식
21억,매매,-,-,104.68㎡/84.64㎡(전용률81%),25만원,-,-/-,지역난방/열병합,2457054191,37.특수리.입주됨.신동초중교접.주거최고.주차완벽,3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20141113_173/hscp_img_1415847111289pnX84_JPEG/photoinfra_1415847110628.jpg,즉시입주,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),39세대,4/18층,복도식
"6억 5,000",전세,공동주택,-,77.2㎡/59.57㎡(전용률77%),20만원,-,-,지역난방/열병합,2458529044,"27. 확장,특올수리.,신동초 신동중옆,한강공원",3/1개,남향(거실 기준),-,,2025년 1월 13일 협의가능,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),36세대,8/18층,계단식
"6억 7,000",전세,-,-,70.91㎡/59.76㎡(전용률84%),27만원,-,-,지역난방/열병합,2458278091,"신동초,중 근접 입주협의",3/1개,남서향(거실 기준),-,,즉시입주 협의가능,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),13세대,10/18층,계단식
"6억 5,000",전세,-,-,77.2㎡/59.57㎡(전용률77%),17만원,-,-,지역난방/열병합,2458593038,"28. 신동 초중학교 인접 단지, 확장과 수리, 트인뷰 빨리 보러 오세요",3/1개,남동향(거실 기준),-,,2025년 1월 15일 협의가능,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),36세대,중/18층,복도식
20억,매매,-,-,104.68㎡/84.64㎡(전용률81%),30만원,-,-/-,지역난방/열병합,2457589363,"37, 신동초중, 초학세권,초역세권,한강뷰",3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20141113_173/hscp_img_1415847111289pnX84_JPEG/photoinfra_1415847110628.jpg,2025년 4월 10일 협의가능,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),39세대,13/18층,계단식
"6억 5,000",전세,공동주택,-,70.91㎡/59.76㎡(전용률84%),19만원,-,-,지역난방/열병합,2457680681,"깔끔깨끗o 확장o new 싱크대,도배,장판 new 신동초o 신동중o",3/1개,남서향(거실 기준),-,,즉시입주 협의가능,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),13세대,8/18층,계단식
"6억 5,000",전세,공동주택,-,77.2㎡/59.57㎡(전용률77%),20만원,-,-,지역난방/열병합,2457417031,확장 올수리 입주협의,3/1개,남향(거실 기준),-,,즉시입주 협의가능,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),36세대,8/18층,계단식
7억,전세,-,-,77.2㎡/59.57㎡(전용률77%),17만원,-,-,지역난방/열병합,2458278416,"25. 신동 초중학교 인접 인기 단지, 확장과 수리, 한강조망 융자없음",3/1개,남동향(거실 기준),-,,2024년 12월 10일 협의가능,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),36세대,고/18층,계단식
20억,매매,-,-,104.68㎡/84.64㎡(전용률81%),30만원,-,-/-,지역난방/열병합,2458465586,37 올수리  한강공원 신동초중학교 다니기 좋은 위치  잠원역,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20141113_173/hscp_img_1415847111289pnX84_JPEG/photoinfra_1415847110628.jpg,즉시입주 협의가능,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),39세대,중/18층,계단식
7억,전세,공동주택,-,77.2㎡/59.57㎡(전용률77%),20만원,-,-,지역난방/열병합,2458535700,O 27 SSG O여기좋다 O빠른입주 O학세권 O급결정해도 O괜찮은집,3/1개,남동향(거실 기준),-,,즉시입주 협의가능,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),36세대,고/18층,계단식
"6억 8,000",전세,-,-,77.2㎡/59.57㎡(전용률77%),"22만 4,250원",-,-,지역난방/열병합,2456693439,"단독관리, 융무 확장 특수리 한강조망굿",3/1개,남향(거실 기준),-,,즉시입주 협의가능,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),36세대,고/18층,계단식
7억,전세,-,-,77.2㎡/59.57㎡(전용률77%),25만원,-,-,지역난방/열병합,2457970479,올수리. 신동초중앞. 입주협의,3/1개,남서향(거실 기준),-,,즉시입주,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),36세대,중/18층,계단식
"6억 5,000",전세,공동주택,-,77.2㎡/59.57㎡(전용률77%),25만원,-,-,지역난방/열병합,2457924669,27 빠른입주가능 확장수리됨 신동초중,3/1개,남서향(거실 기준),-,,즉시입주 협의가능,미주파스텔 1동,서울시 서초구 잠원동 54,89대(세대당 0.97대),36세대,고/18층,계단식
"14억 5,000",매매,공동주택,-,60.66㎡/43.46㎡(전용률72%),30만원,-,6억/-,개별난방/도시가스,2458344952,도산대로 뷰,1/1개,북향(거실 기준),-,https://landthumb-phinf.pstatic.net/20220318_139/hscp_img_1647581348961fGO9E_JPEG/photoinfra_1647581348424.jpg,즉시입주 협의가능,루시아도산208(도시형) 1동,서울시 강남구 논현동 60-1,55대(세대당 1대),11세대,7/12층,복합식
"14억 5,000",매매,공동주택,-,60.66㎡/43.46㎡(전용률72%),35만원,-,-/-,개별난방/도시가스,2458548572,도산대로에 위치한 최고급 하이엔드 풀옵션,1/1개,북향(거실 기준),-,https://landthumb-phinf.pstatic.net/20220318_139/hscp_img_1647581348961fGO9E_JPEG/photoinfra_1647581348424.jpg,즉시입주 협의가능,루시아도산208(도시형) 1동,서울시 강남구 논현동 60-1,55대(세대당 1대),11세대,7/12층,계단식
3억/200,월세,공동주택,-,60.6㎡/43.26㎡(전용률71%),35만원,-,-,개별난방/도시가스,2458464435,도산대로뷰 신축 하이엔드 전입가능 풀옵션 고층 트인뷰,1/1개,북향(거실 기준),-,https://landthumb-phinf.pstatic.net/20220318_208/hscp_img_1647581340720qsbsv_JPEG/photoinfra_1647581340073.jpg,즉시입주,루시아도산208(도시형) 1동,서울시 강남구 논현동 60-1,48대(세대당 0.87대),22세대,11/12층,-
7억,전세,공동주택,-,60.6㎡/43.26㎡(전용률71%),40만원,-,-,개별난방/도시가스,2458463897,도산대로 하이엔드 풀옵션 전입신고O 보증보험O,1/1개,북향(거실 기준),-,https://landthumb-phinf.pstatic.net/20220318_208/hscp_img_1647581340720qsbsv_JPEG/photoinfra_1647581340073.jpg,즉시입주,루시아도산208(도시형) 1동,서울시 강남구 논현동 60-1,55대(세대당 1대),22세대,9/12층,-
"14억 5,000",매매,공동주택,-,60.66㎡/43.46㎡(전용률72%),35만원,-,-/-,개별난방/도시가스,2458463758,도산대로 신축 하이엔드 매매 좋은 기회,1/1개,북향(거실 기준),-,https://landthumb-phinf.pstatic.net/20220318_139/hscp_img_1647581348961fGO9E_JPEG/photoinfra_1647581348424.jpg,즉시입주 협의가능,루시아도산208(도시형) 1동,서울시 강남구 논현동 60-1,48대(세대당 0.87대),11세대,7/12층,-
