가격,거래 유형,건축물 용도,공급/전용면적,관리비,관리비부과기준,기보증금/월세,난방(방식/연료),매물번호,매물특징,방수/욕실수,방향,융자금,이미지 URL,입주가능일,제목,주소,총주차대수,해당면적 세대수,해당층/총층,현관구조
40억,매매,공동주택,114.1㎡/84.97㎡(전용률74%),36만원,-,-/-,지역난방/열병합,2458565164,"풀옵션,시원한트인뷰,입주가능,뉴코아앞,신세계백화점,강남성모병원인접,역세",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20180814_226/hscp_img_15342315027043gG0S_JPEG/photoinfra_1534231502419.jpg,즉시입주,신반포자이 105동,서울시 서초구 잠원동 160,981대(세대당 1.61대),91세대,고/25층,계단식
16억,전세,공동주택,117.52㎡/84.92㎡(전용률72%),32만원,-,-,지역난방/열병합,2458498590,"단독관리, 컨디션 최상, 편리한 동",3/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20180918_277/hscp_img_15372537894416qAfU_JPEG/photoinfra_1537253789239.jpg,2025년 2월 7일 협의가능,신반포자이 106동,서울시 서초구 잠원동 160,981대(세대당 1.61대),98세대,고/26층,-
"38억 5,000",매매,공동주택,117.52㎡/84.92㎡(전용률72%),35만원,-,-/-,지역난방/열병합,2458527405,"35 풀옵션, 트인뷰, 판상형",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20180918_277/hscp_img_15372537894416qAfU_JPEG/photoinfra_1537253789239.jpg,2026년 01월 초순 협의가능,신반포자이 106동,서울시 서초구 잠원동 160,981대(세대당 1.61대),98세대,고/26층,계단식
45억,매매,공동주택,126.47㎡/98.45㎡(전용률78%),"39만 6,896원",-,-/-,지역난방/열병합,2458602533,"38. 세안고, 뻥뷰, 학세권, 역세권, 몰세권, 갭투자 환영.",4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20180918_2/hscp_img_1537253816415sTxF5_JPEG/photoinfra_1537253815811.jpg,즉시입주 협의가능,신반포자이 103동,서울시 서초구 잠원동 160,981대(세대당 1.61대),52세대,고/27층,계단식
45억,매매,공동주택,126.47㎡/98.45㎡(전용률78%),48만원,-,-/-,지역난방/열병합,2458565870,"풀옵션,시원뷰,입주가,갭투가,한강뷰,신세계백화점,강남성모병원인접,역세권",4/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20180918_2/hscp_img_1537253816415sTxF5_JPEG/photoinfra_1537253815811.jpg,즉시입주,신반포자이 103동,서울시 서초구 잠원동 160,981대(세대당 1.61대),52세대,고/27층,계단식
16억,전세,공동주택,110.4㎡/84.97㎡(전용률77%),35만원,-,-,지역난방/열병합,2458325301,34 전세. 타운단독. 집 상태 첫 입주 그대로. 풀옵션. 입주협의,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20180814_191/hscp_img_1534231518926XOBLe_JPEG/photoinfra_1534231518623.jpg,즉시입주,신반포자이 103동,서울시 서초구 잠원동 160,981대(세대당 1.61대),26세대,고/27층,계단식
40억,매매,공동주택,114.1㎡/84.97㎡(전용률74%),35만원,-,-/-,지역난방/열병합,2458543363,34 알파룸이있는O세련된O인기평면O입주가능O귀한물건,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20180814_226/hscp_img_15342315027043gG0S_JPEG/photoinfra_1534231502419.jpg,즉시입주 협의가능,신반포자이 105동,서울시 서초구 잠원동 160,981대(세대당 1.61대),91세대,고/25층,계단식
"19억 8,000",매매,공동주택,112.3㎡/84.94㎡(전용률76%),33만원,-,-/-,개별난방/도시가스,2457545247,33A  역세권 남향 최고입주,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,즉시입주 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,고/12층,계단식
"19억 8,000",매매,공동주택,112.3㎡/84.94㎡(전용률76%),33만원,-,-/-,개별난방/도시가스,2457415277,33 고층 입주가능 남향 밝은집,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,즉시입주 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,고/12층,-
9억,전세,공동주택,111.55㎡/84.99㎡(전용률76%),30만원,-,-,개별난방/도시가스,2458461793,"33 귀한전세,풀확장,장기거주,초역세권",3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_124/hscp_img_1667803604805H5vQD_JPEG/photoinfra_1667803604608.jpg,즉시입주,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,중/12층,계단식
9억,전세,공동주택,112.3㎡/84.94㎡(전용률76%),40만원,-,-,개별난방/도시가스,2455346575,"올확장,방3 사이즈큼.융자없고 날짜조율",3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,즉시입주 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,10/12층,계단식
9억,전세,공동주택,112.3㎡/84.94㎡(전용률76%),40만원,정액관리비,-,개별난방/도시가스,2458265471,34  탁트인뷰 379 뉴코아  반원 경원 청담고  입주협의,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,즉시입주 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,고/12층,계단식
9억,전세,공동주택,112.3㎡/84.94㎡(전용률76%),30만원,정액관리비,-,개별난방/도시가스,2457434559,-,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,즉시입주,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,고/12층,계단식
9억,전세,공동주택,112.3㎡/84.94㎡(전용률76%),30만원,-,-,개별난방/도시가스,2456744418,반포역앞  올확장  깨끗,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,즉시입주,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,10/12층,계단식
9억,전세,공동주택,111.55㎡/84.99㎡(전용률76%),30만원,-,-,개별난방/도시가스,2457726613,실제매물 33 특A급올수리 융무 확장 남향 전세자금대출됨 라인최고 굿,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_124/hscp_img_1667803604805H5vQD_JPEG/photoinfra_1667803604608.jpg,즉시입주,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,중/12층,계단식
"19억 5,000",매매,공동주택,111.55㎡/84.99㎡(전용률76%),30만원,-,-/-,개별난방/도시가스,2457585329,"33 입주협의,킴스 바로 건너편,반포역 역세권",3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_124/hscp_img_1667803604805H5vQD_JPEG/photoinfra_1667803604608.jpg,즉시입주 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,중/12층,계단식
9억,전세,공동주택,112.3㎡/84.94㎡(전용률76%),30만원,-,-,개별난방/도시가스,2457505207,34형 가성비甲甲甲 확장o 융자x 지하주차장연결o 경원중o 반포역o,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,즉시입주 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,고/12층,계단식
9억,전세,공동주택,112.3㎡/84.94㎡(전용률76%),"3만 3,000원",-,-,개별난방/도시가스,2457632027,"33,강남뉴코아맞은편,실면적넓은쾌적한구조,고속터미널초역세권",3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,즉시입주 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,고/12층,계단식
"19억 8,000",매매,공동주택,112.3㎡/84.94㎡(전용률76%),30만원,정액관리비,-/-,개별난방/도시가스,2457479464,33 확장된수리  반원초 경원중 청담고이전 379 뉴코아맞은편 명도,3/2개,남서향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,즉시입주 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,고/12층,계단식
9억,전세,공동주택,112.3㎡/84.94㎡(전용률76%),30만원,-,-,개별난방/도시가스,2456313813,뉴코아 킴스앞 특올수리,3/2개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,2025년 1월 20일 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,10/12층,계단식
20억,매매,공동주택,111.55㎡/84.99㎡(전용률76%),22만원,-,-/-,개별난방/도시가스,2457109494,상세내역click,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_124/hscp_img_1667803604805H5vQD_JPEG/photoinfra_1667803604608.jpg,2025년 04월 초순 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,중/12층,계단식
"19억 8,000",매매,공동주택,112.3㎡/84.94㎡(전용률76%),33만원,-,-/-,개별난방/도시가스,2455207167,-,3/2개,남향(안방 기준),-,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,즉시입주,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,고/12층,계단식
9억,전세,공동주택,112.3㎡/84.94㎡(전용률76%),30만원,-,-,개별난방/도시가스,2456896878,"34,귀한전세,상태A급, 대출없음,입지최고,교통천국,정상입주",3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,2025년 2월 20일 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,중/12층,계단식
9억,전세,공동주택,112.3㎡/84.94㎡(전용률76%),30만원,-,-,개별난방/도시가스,2456137441,34  확장 날짜조율 편의시설접근성,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,2025년 5월 30일 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,고/12층,계단식
"19억 8,000",매매,공동주택,112.3㎡/84.94㎡(전용률76%),"3만 3,000원",-,-/-,개별난방/도시가스,2455981254,"33,강남뉴코아맞은편,입지최고,실면적넓은쾌적한구조",3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20221107_224/hscp_img_1667803596591DopJP_JPEG/photoinfra_1667803596012.jpg,즉시입주 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,고/12층,계단식
"19억 5,000",매매,공동주택,111.55㎡/84.99㎡(전용률76%),25만원,-,-/-,개별난방/도시가스,2455380627,34 특올수리 실사용면적 넓고 편의시설접근성최고,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20221107_124/hscp_img_1667803604805H5vQD_JPEG/photoinfra_1667803604608.jpg,2025년 5월 30일 협의가능,데뜨아르 1동,서울시 서초구 잠원동 67-1,26대(세대당 1.18대),11세대,중/12층,계단식
45억,매매,공동주택,179.94㎡/153.54㎡(전용률85%),47만원,-,-/-,지역난방/열병합,2458437811,위치 좋은 재건축 매물  로얄층 수리깨끗 입주 가격협의가능,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_132/land_system_1327415157191Ae6uW_JPEG/116_451_3_181_GA1_1285730016367.jpg,즉시입주,삼호가든맨션5차 502동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),84세대,고/14층,-
41억,매매,공동주택,179.94㎡/153.54㎡(전용률85%),45만원,-,-/-,지역난방/열병합,2458363987,"55.재건축 조합설립 단지, 입주가능, 지분 높은 단지",4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_132/land_system_1327415157191Ae6uW_JPEG/116_451_3_181_GA1_1285730016367.jpg,즉시입주,삼호가든맨션5차 502동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),84세대,중/14층,-
41억,매매,공동주택,179.94㎡/153.54㎡(전용률85%),40만원,-,-/-,지역난방/열병합,2458300306,재건축진행중 투자처확실 높은지분율 초중고근접거리위치,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_132/land_system_1327415157191Ae6uW_JPEG/116_451_3_181_GA1_1285730016367.jpg,즉시입주 협의가능,삼호가든맨션5차 502동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),84세대,중/14층,-
38억,매매,공동주택,166.54㎡/142.11㎡(전용률85%),40만원,-,-/-,지역난방/열병합,2457656333,"51 소유주직접,갭투,지분크고,우월한 입지",4/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_183/land_system_13274151550410L7yJ_JPEG/116_451_2_168_GA1_1285729997848.jpg,즉시입주 협의가능,삼호가든맨션5차 503동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),42세대,중/14층,계단식
"9억 2,000",전세,공동주택,166.54㎡/142.11㎡(전용률85%),40만원,-,-,지역난방/열병합,2457656331,"51 소유주직접,빠른입주가능,귀한전세",4/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_183/land_system_13274151550410L7yJ_JPEG/116_451_2_168_GA1_1285729997848.jpg,즉시입주 협의가능,삼호가든맨션5차 503동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),42세대,중/14층,계단식
31억,매매,공동주택,115.6㎡/98.64㎡(전용률85%),35만원,-,-/-,지역난방/열병합,2457157232,"35 반포학원가 , 입주협의",3/1개,서향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120124_146/land_system_1327415152665MWb4Y_JPEG/116_451_1_115_GA1_1285729963039.jpg,2025년 02월 하순 협의가능,삼호가든맨션5차 503동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),42세대,고/14층,-
42억,매매,공동주택,166.54㎡/142.11㎡(전용률85%),45만원,정액관리비,-/-,지역난방/열병합,2457010190,재건축최고의입지 생활권편리 주인거주,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_183/land_system_13274151550410L7yJ_JPEG/116_451_2_168_GA1_1285729997848.jpg,즉시입주 협의가능,삼호가든맨션5차 501동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),42세대,저/14층,계단식
"30억 9,000",매매,공동주택,115.6㎡/98.64㎡(전용률85%),35만원,-,-/-,지역난방/열병합,2457532283,35 단독 재건축 투자가치 높은 아파트,3/1개,남서향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120124_146/land_system_1327415152665MWb4Y_JPEG/116_451_1_115_GA1_1285729963039.jpg,즉시입주 협의가능,삼호가든맨션5차 502동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),42세대,고/14층,계단식
38억,매매,공동주택,166.54㎡/142.11㎡(전용률85%),40만원,-,-/-,지역난방/열병합,2455001250,"재건축, 갭투, 매수적기, 입주협의",4/2개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_183/land_system_13274151550410L7yJ_JPEG/116_451_2_168_GA1_1285729997848.jpg,즉시입주 협의가능,삼호가든맨션5차 503동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),42세대,중/14층,계단식
40억,매매,공동주택,179.94㎡/153.54㎡(전용률85%),50만원,-,-/-,지역난방/열병합,2454767254,재건축 입주가능합니다,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_132/land_system_1327415157191Ae6uW_JPEG/116_451_3_181_GA1_1285730016367.jpg,즉시입주 협의가능,삼호가든맨션5차 502동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),84세대,중/14층,계단식
31억,매매,공동주택,115.6㎡/98.64㎡(전용률85%),35만원,-,-/-,지역난방/열병합,2456865678,"35 재건축진행중,빠른진행,지분큰 운수 좋은 자리",3/1개,북서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_146/land_system_1327415152665MWb4Y_JPEG/116_451_1_115_GA1_1285729963039.jpg,즉시입주 협의가능,삼호가든맨션5차 501동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),42세대,중/14층,계단식
40억,매매,공동주택,179.94㎡/153.54㎡(전용률85%),52만원,-,-/-,지역난방/열병합,2455389858,"55. 재건축, 투자가지 높은 아파트, 학군우수, 교통환경편리",4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_132/land_system_1327415157191Ae6uW_JPEG/116_451_3_181_GA1_1285730016367.jpg,즉시입주,삼호가든맨션5차 502동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),84세대,저/14층,계단식
42억,매매,공동주택,166.54㎡/142.11㎡(전용률85%),52만원,-,-/-,지역난방/열병합,2455389123,"투자가지 높은 아파트, 학군우수, 교통환경편리",4/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_183/land_system_13274151550410L7yJ_JPEG/116_451_2_168_GA1_1285729997848.jpg,즉시입주,삼호가든맨션5차 502동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),42세대,중/14층,계단식
40억,매매,공동주택,166.54㎡/142.11㎡(전용률85%),43만원,-,-/-,지역난방/열병합,2452894678,위치 좋은 재건축 매물 가격협의가능,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_183/land_system_13274151550410L7yJ_JPEG/116_451_2_168_GA1_1285729997848.jpg,즉시입주,삼호가든맨션5차 503동,서울시 서초구 반포동 30-1,352대(세대당 2.09대),42세대,저/14층,-
"10억 5,000",매매,공동주택,45.35㎡/30.9㎡(전용률68%),18만원,-,-/-,개별난방/도시가스,2458491526,-,1/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20201113_249/hscp_img_16052553821768PzHl_JPEG/photoinfra_1605255381982.jpg,즉시입주,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),28세대,3/15층,복도식
8억,매매,공동주택,34.79㎡/23.7㎡(전용률68%),13만원,-,"2억1,000/-",개별난방/도시가스,2458306225,"전세안고 갭투,청담고호재,소형투자",1/1개,남향(안방 기준),-,https://landthumb-phinf.pstatic.net/20141113_218/hscp_img_1415847182154oPLj6_JPEG/photoinfra_1415847181296.jpg,2027년 2월 23일 협의가능,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),39세대,14/15층,복도식
"10억 5,000",매매,공동주택,44.28㎡/30.18㎡(전용률68%),"13만 5,000원",-,-/-,개별난방/도시가스,2458137520,"한샘으로 호텔급수리됨. 세대로 연결된 지하주차,1층여성전용주차. 핵심위치",2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20201113_297/hscp_img_1605255393640b9oKT_JPEG/photoinfra_1605255393477.jpg,즉시입주,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),52세대,3/15층,복도식
"10억 5,000",매매,공동주택,44.28㎡/30.18㎡(전용률68%),10만원,-,-/-,개별난방/도시가스,2457981694,주인실제매물 13 완전특A호텔급 2천만원수리 2룸 명도 샤시마루에어컨,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20201113_297/hscp_img_1605255393640b9oKT_JPEG/photoinfra_1605255393477.jpg,즉시입주,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),52세대,3/15층,복도식
6억,전세,공동주택,44.28㎡/30.18㎡(전용률68%),"14만 8,000원",-,-,개별난방/도시가스,2458137509,"호텔급 수리, 에어컨, 냉장고, 붙박이,  주인급수리됨.지하2층까지 주차",2/1개,남향(안방 기준),-,https://landthumb-phinf.pstatic.net/20201113_297/hscp_img_1605255393640b9oKT_JPEG/photoinfra_1605255393477.jpg,즉시입주,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),52세대,3/15층,계단식
"10억 5,000",매매,공동주택,45.35㎡/30.9㎡(전용률68%),"17만 5,263원",-,-/-,개별난방/도시가스,2457808103,13. 깔끔. 편의시설 및 최고 학군. 잔금은 25년중순.,1/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20201113_249/hscp_img_16052553821768PzHl_JPEG/photoinfra_1605255381982.jpg,2025년 07월 하순 협의가능,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),28세대,3/15층,복도식
3억/40,월세,공동주택,44.28㎡/30.18㎡(전용률68%),10만원,-,-,개별난방/도시가스,2458557373,"13투룸 7개월전올수리함 도배장판칠 씽크,욕실전체,전등 에어컨",2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20201113_297/hscp_img_1605255393640b9oKT_JPEG/photoinfra_1605255393477.jpg,즉시입주 협의가능,킴스빌리지 101동,서울시 서초구 잠원동 71-12,1212대(세대당 2대),52세대,저/15층,복도식
11억,매매,공동주택,45.35㎡/30.9㎡(전용률68%),18만원,-,-/-,개별난방/도시가스,2458491641,13.전체특올수리.세안고.최고로얄층.남향,1/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20201113_249/hscp_img_16052553821768PzHl_JPEG/photoinfra_1605255381982.jpg,즉시입주,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),28세대,고/15층,복도식
"3억 9,000",전세,공동주택,44.28㎡/30.18㎡(전용률68%),130만원,정액관리비,-,개별난방/도시가스,2458565227,"13,투룸,올수리,25.2중순입주,융자무",2/1개,남향(안방 기준),-,https://landthumb-phinf.pstatic.net/20201113_297/hscp_img_1605255393640b9oKT_JPEG/photoinfra_1605255393477.jpg,2025년 2월 13일,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),52세대,8/15층,복도식
"10억 5,000",매매,공동주택,45.35㎡/30.9㎡(전용률68%),10만원,-,-/-,개별난방/도시가스,2457316901,올수리 세안고 남향 입지최고 청담고이전2026년,1/1개,남향(거실 기준),시세 대비 30% 이상,https://landthumb-phinf.pstatic.net/20201113_249/hscp_img_16052553821768PzHl_JPEG/photoinfra_1605255381982.jpg,2025년 06월 하순,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),28세대,저/15층,복도식
"10억 5,000",매매,공동주택,44.28㎡/30.18㎡(전용률68%),10만원,-,4억/-,개별난방/도시가스,2457673520,-,2/1개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20201113_297/hscp_img_1605255393640b9oKT_JPEG/photoinfra_1605255393477.jpg,즉시입주 협의가능,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),52세대,9/15층,복도식
"3억 9,000",전세,공동주택,44.28㎡/30.18㎡(전용률68%),15만원,-,-,개별난방/도시가스,2458571963,"13 투룸, 귀한전세   올수리 ,정상입주,대출없음, 입지최고, 추천",2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20201113_297/hscp_img_1605255393640b9oKT_JPEG/photoinfra_1605255393477.jpg,2025년 2월 13일 협의가능,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),52세대,고/15층,복도식
"3억 9,000",전세,공동주택,44.28㎡/30.18㎡(전용률68%),"21만 8,500원",-,-,개별난방/도시가스,2458520129,급임대  호텔하시,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20201113_297/hscp_img_1605255393640b9oKT_JPEG/photoinfra_1605255393477.jpg,2025년 2월 10일,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),52세대,중/15층,복도식
8억,매매,공동주택,34.79㎡/23.7㎡(전용률68%),13만원,-,"2억2,000/-",개별난방/도시가스,2458228036,"10,전세안고,소액투자물건,강남뉴코아1분,지하주차장,트리플역세권",1/1개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20141113_218/hscp_img_1415847182154oPLj6_JPEG/photoinfra_1415847181296.jpg,2025년 07월 하순 협의가능,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),39세대,저/15층,복도식
"2,000/160",월세,공동주택,44.28㎡/30.18㎡(전용률68%),12만원,-,-,개별난방/도시가스,2458077485,13 투룸 올수리 정상입주 보증금조절가,2/1개,남향(안방 기준),-,https://landthumb-phinf.pstatic.net/20201113_297/hscp_img_1605255393640b9oKT_JPEG/photoinfra_1605255393477.jpg,2024년 12월 21일 협의가능,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),52세대,고/15층,복도식
11억,매매,공동주택,45.35㎡/30.9㎡(전용률68%),12만원,-,"3억7,000/-",개별난방/도시가스,2456723699,13 원룸 특올수리 빌트인 전세안고,1/1개,남향(안방 기준),없음,https://landthumb-phinf.pstatic.net/20201113_249/hscp_img_16052553821768PzHl_JPEG/photoinfra_1605255381982.jpg,2026년 03월 초순 협의가능,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),28세대,13/15층,복도식
8억,매매,공동주택,34.79㎡/23.7㎡(전용률68%),13만원,-,2억/-,개별난방/도시가스,2457865630,"10,전세안고소액투자,강남뉴코아1분,지하주차장,트리플역세권",1/1개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20141113_218/hscp_img_1415847182154oPLj6_JPEG/photoinfra_1415847181296.jpg,2027년 02월 하순 협의가능,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),39세대,고/15층,복도식
"7억 8,000",매매,공동주택,34.79㎡/23.7㎡(전용률68%),10만원,-,-/-,개별난방/도시가스,2458138426,전세안고 소액투자 최고위치,1/1개,서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20141113_218/hscp_img_1415847182154oPLj6_JPEG/photoinfra_1415847181296.jpg,2025년 07월 중순 협의가능,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),39세대,저/15층,복도식
"3억 9,000",전세,공동주택,44.28㎡/30.18㎡(전용률68%),15만원,정액관리비,-,개별난방/도시가스,2457889093,-,2/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20201113_297/hscp_img_1605255393640b9oKT_JPEG/photoinfra_1605255393477.jpg,2025년 2월 13일 협의가능,킴스빌리지 101동,서울시 서초구 잠원동 71-12,138대(세대당 0.86대),52세대,중/15층,복도식
"9억 5,000",매매,공동주택,70.35㎡/64.23㎡(전용률91%),4만원,정액관리비,"4억6,000/-",개별난방/도시가스,2457832166,전세안고 전체올수리로 깨끗한내부 신논현역세권,2/2개,남향(거실 기준),-,,2026년 05월 하순 협의가능,산호 1동,서울시 서초구 반포동 741-5,18대(세대당 1.12대),2세대,중/5층,계단식
"9억 5,000",매매,공동주택,70.35㎡/64.23㎡(전용률91%),4만원,-,-/-,개별난방/도시가스,2458403958,"2룸,올수리되어 깔끔, 세끼고갭투및  경부고속도로지하화등 신논현역3분",3/2개,남향(거실 기준),-,,2026년 05월 하순 협의가능,산호 1동,서울시 서초구 반포동 741-5,18대(세대당 1대),2세대,중/5층,계단식
